idx,date,odometr,diff,state,driverId
,2026-04-01T11:41:44.962Z,273975,,MS,96826
,2026-04-01T11:42:55.309Z,273976,1,MS,96826
,2026-04-01T11:44:05.983Z,273978,2,MS,96826
,2026-04-01T11:45:16.299Z,273979,1,MS,96826
,2026-04-01T11:46:26.968Z,273980,1,MS,96826
,2026-04-01T11:47:37.325Z,273982,2,MS,96826
,2026-04-01T11:48:47.896Z,273983,1,MS,96826
,2026-04-01T11:49:58.252Z,273984,1,MS,96826
,2026-04-01T11:51:08.640Z,273986,2,MS,96826
,2026-04-01T11:52:19.034Z,273987,1,MS,96826
,2026-04-01T11:53:29.862Z,273988,1,MS,96826
,2026-04-01T11:54:40.177Z,273990,2,MS,96826
,2026-04-01T11:55:50.510Z,273991,1,MS,96826
,2026-04-01T11:57:01.170Z,273992,1,MS,96826
,2026-04-01T11:58:11.515Z,273994,2,MS,96826
,2026-04-01T11:59:22.229Z,273995,1,MS,96826
,2026-04-01T12:00:32.578Z,273997,2,MS,96826
,2026-04-01T12:01:43.404Z,273998,1,MS,96826
,2026-04-01T12:02:53.787Z,273999,1,MS,96826
,2026-04-01T12:04:04.405Z,274000,1,MS,96826
,2026-04-01T12:05:14.794Z,274002,2,MS,96826
,2026-04-01T12:06:25.581Z,274003,1,MS,96826
,2026-04-01T12:07:35.899Z,274004,1,MS,96826
,2026-04-01T12:08:46.669Z,274006,2,MS,96826
,2026-04-01T12:09:57.016Z,274007,1,MS,96826
,2026-04-01T12:11:07.380Z,274008,1,MS,96826
,2026-04-01T12:12:17.747Z,274010,2,MS,96826
,2026-04-01T12:13:29.486Z,274011,1,MS,96826
,2026-04-01T12:14:39.849Z,274012,1,MS,96826
,2026-04-01T12:15:50.719Z,274013,1,MS,96826
,2026-04-01T12:17:01.057Z,274015,2,MS,96826
,2026-04-01T12:18:11.430Z,274016,1,MS,96826
,2026-04-01T12:19:21.767Z,274017,1,MS,96826
,2026-04-01T12:20:32.115Z,274019,2,MS,96826
,2026-04-01T12:21:42.428Z,274020,1,MS,96826
,2026-04-01T12:22:52.803Z,274021,1,MS,96826
,2026-04-01T12:24:03.460Z,274023,2,MS,96826
,2026-04-01T12:25:13.793Z,274024,1,MS,96826
,2026-04-01T12:26:24.159Z,274025,1,MS,96826
,2026-04-01T12:27:34.961Z,274027,2,MS,96826
,2026-04-01T12:28:45.369Z,274028,1,MS,96826
,2026-04-01T12:29:56.054Z,274029,1,MS,96826
,2026-04-01T12:31:06.494Z,274030,1,AL,96826
,2026-04-01T12:32:16.899Z,274032,2,AL,96826
,2026-04-01T12:33:27.340Z,274033,1,AL,96826
