idx,date,odometr,diff,state,driverId
,2026-04-01T11:13:23.791Z,119230,,PA,86883
,2026-04-01T11:13:23.800Z,119271,41,PA,86883
,2026-04-01T11:13:23.809Z,119233,-38,PA,86883
,2026-04-01T11:13:23.812Z,119239,6,PA,86883
,2026-04-01T11:13:23.814Z,119245,6,PA,86883
,2026-04-01T11:13:23.816Z,119254,9,PA,86883
,2026-04-01T11:13:23.820Z,119229,-25,PA,86883
,2026-04-01T11:13:23.820Z,119236,7,PA,86883
,2026-04-01T11:13:23.821Z,119241,5,PA,86883
,2026-04-01T11:13:23.821Z,119252,11,PA,86883
,2026-04-01T11:13:23.822Z,119270,18,PA,86883
,2026-04-01T11:13:23.823Z,119249,-21,PA,86883
,2026-04-01T11:13:23.824Z,119258,9,PA,86883
,2026-04-01T11:13:23.827Z,119272,14,PA,86883
,2026-04-01T11:13:23.828Z,119276,4,PA,86883
,2026-04-01T11:13:23.829Z,119223,-53,PA,86883
,2026-04-01T11:13:23.835Z,119251,28,PA,86883
,2026-04-01T11:13:23.836Z,119280,29,PA,86883
,2026-04-01T11:13:23.839Z,119265,-15,PA,86883
,2026-04-01T11:13:23.840Z,119226,-39,PA,86883
,2026-04-01T11:13:23.842Z,119280,54,PA,86883
,2026-04-01T11:13:23.843Z,119248,-32,PA,86883
,2026-04-01T11:13:23.845Z,119261,13,PA,86883
,2026-04-01T11:13:23.845Z,119277,16,PA,86883
,2026-04-01T11:13:23.846Z,119264,-13,PA,86883
,2026-04-01T11:13:23.848Z,119266,2,PA,86883
,2026-04-01T11:13:23.850Z,119234,-32,PA,86883
,2026-04-01T11:13:23.852Z,119257,23,PA,86883
,2026-04-01T11:13:23.853Z,119247,-10,PA,86883
,2026-04-01T11:13:23.854Z,119240,-7,PA,86883
,2026-04-01T11:13:23.855Z,119274,34,PA,86883
,2026-04-01T11:13:23.858Z,119243,-31,PA,86883
,2026-04-01T11:13:23.861Z,119278,35,PA,86883
,2026-04-01T11:13:23.862Z,119252,-26,PA,86883
,2026-04-01T11:13:23.866Z,119253,1,PA,86883
,2026-04-01T11:13:23.868Z,119237,-16,PA,86883
,2026-04-01T11:13:23.869Z,119255,18,PA,86883
,2026-04-01T11:13:23.870Z,119254,-1,PA,86883
,2026-04-01T11:13:23.871Z,119277,23,PA,86883
,2026-04-01T11:13:23.873Z,119232,-45,PA,86883
,2026-04-01T11:13:23.874Z,119235,3,PA,86883
,2026-04-01T11:13:23.876Z,119281,46,PA,86883
,2026-04-01T11:13:23.879Z,119259,-22,PA,86883
,2026-04-01T11:13:23.880Z,119267,8,PA,86883
,2026-04-01T11:13:23.881Z,119234,-33,PA,86883
,2026-04-01T11:13:23.886Z,119252,18,PA,86883
,2026-04-01T11:13:23.886Z,119263,11,PA,86883
