idx,date,odometr,diff,state,driverId
,2026-04-13T04:00:17.144Z,740850,,IN,20676
,2026-04-13T04:01:20.125Z,740851,1,IN,20676
,2026-04-13T04:02:23.129Z,740853,2,IN,20676
,2026-04-13T04:03:23.127Z,740854,1,IN,20676
,2026-04-13T04:05:29.144Z,740856,2,IN,20676
,2026-04-13T04:06:32.148Z,740857,1,IN,20676
,2026-04-13T04:07:35.139Z,740859,2,IN,20676
,2026-04-13T04:08:38.122Z,740860,1,IN,20676
,2026-04-13T04:09:41.119Z,740861,1,IN,20676
,2026-04-13T04:10:41.127Z,740862,1,IN,20676
,2026-04-13T04:11:41.141Z,740863,1,IN,20676
,2026-04-13T04:12:44.118Z,740865,2,IN,20676
,2026-04-13T04:13:44.128Z,740866,1,IN,20676
,2026-04-13T04:14:47.134Z,740867,1,IN,20676
,2026-04-13T04:15:47.119Z,740868,1,IN,20676
,2026-04-13T04:16:50.117Z,740869,1,IN,20676
,2026-04-13T04:17:53.116Z,740871,2,IN,20676
,2026-04-13T04:18:56.123Z,740872,1,IN,20676
,2026-04-13T04:19:59.128Z,740873,1,IN,20676
,2026-04-13T04:23:06.117Z,740875,2,IN,20676
,2026-04-13T04:25:12.122Z,740878,3,IN,20676
,2026-04-13T04:26:12.121Z,740879,1,IN,20676
,2026-04-13T04:27:15.116Z,740880,1,IN,20676
,2026-04-13T04:28:15.116Z,740881,1,IN,20676
,2026-04-13T04:29:18.119Z,740882,1,IN,20676
,2026-04-13T04:30:18.126Z,740884,2,IN,20676
,2026-04-13T04:31:21.184Z,740885,1,IN,20676
,2026-04-13T04:32:24.119Z,740886,1,IN,20676
,2026-04-13T04:33:27.119Z,740887,1,IN,20676
,2026-04-13T04:34:30.121Z,740889,2,IN,20676
,2026-04-13T04:36:36.121Z,740891,2,IN,20676
,2026-04-13T04:37:36.139Z,740892,1,IN,20676
,2026-04-13T04:38:39.121Z,740893,1,IN,20676
,2026-04-13T04:39:42.133Z,740894,1,IN,20676
,2026-04-13T04:41:50.121Z,740896,2,IN,20676
,2026-04-13T04:42:53.120Z,740897,1,IN,20676
,2026-04-13T04:43:53.149Z,740898,1,IL,20676
,2026-04-13T04:44:56.126Z,740899,1,IL,20676
,2026-04-13T04:45:59.120Z,740900,1,IL,20676
,2026-04-13T04:47:00.141Z,740901,1,IL,20676
,2026-04-13T04:48:03.133Z,740901,0,IL,20676
,2026-04-13T04:49:03.118Z,740903,2,IL,20676
,2026-04-13T04:50:06.125Z,740904,1,IL,20676
,2026-04-13T04:51:09.115Z,740905,1,IL,20676
,2026-04-13T04:52:12.122Z,740906,1,IL,20676
