idx,date,odometr,diff,state,driverId
,2026-04-07T18:11:53.118Z,738454,1,IA,20141
,2026-04-07T18:12:56.113Z,738455,1,IA,20141
,2026-04-07T18:13:59.117Z,738457,2,IA,20141
,2026-04-07T18:15:02.121Z,738458,1,IA,20141
,2026-04-07T18:16:05.116Z,738459,1,IA,20141
,2026-04-07T18:17:08.105Z,738460,1,IA,20141
,2026-04-07T18:18:08.110Z,738461,1,IA,20141
,2026-04-07T18:19:08.129Z,738462,1,IA,20141
,2026-04-07T18:20:11.104Z,738464,2,IA,20141
,2026-04-07T18:21:14.110Z,738465,1,IA,20141
,2026-04-07T18:22:17.109Z,738466,1,IA,20141
,2026-04-07T18:23:20.115Z,738467,1,IA,20141
,2026-04-07T18:24:23.115Z,738468,1,IA,20141
,2026-04-07T18:26:29.110Z,738470,2,IA,20141
,2026-04-07T18:27:29.110Z,738472,2,IA,20141
,2026-04-07T18:28:29.119Z,738473,1,IA,20141
,2026-04-07T18:29:32.108Z,738474,1,IA,20141
,2026-04-07T18:30:35.109Z,738475,1,IA,20141
,2026-04-07T18:31:38.115Z,738476,1,IA,20141
,2026-04-07T18:32:41.111Z,738477,1,IA,20141
,2026-04-07T18:33:44.110Z,738478,1,IA,20141
,2026-04-07T18:34:47.113Z,738480,2,IA,20141
,2026-04-07T18:35:50.113Z,738481,1,IA,20141
,2026-04-07T18:36:53.108Z,738482,1,IA,20141
,2026-04-07T18:37:56.105Z,738483,1,IA,20141
,2026-04-07T18:38:59.118Z,738484,1,IA,20141
,2026-04-07T18:40:02.112Z,738485,1,IA,20141
,2026-04-07T18:41:05.110Z,738486,1,IA,20141
,2026-04-07T18:42:08.109Z,738487,1,IA,20141
,2026-04-07T18:43:08.117Z,738488,1,IA,20141
,2026-04-07T18:44:11.115Z,738489,1,IA,20141
,2026-04-07T18:45:14.113Z,738491,2,IA,20141
,2026-04-07T18:46:17.110Z,738492,1,IA,20141
,2026-04-07T18:47:17.115Z,738493,1,IA,20141
,2026-04-07T18:48:20.111Z,738494,1,IA,20141
,2026-04-07T18:49:23.112Z,738495,1,IA,20141
,2026-04-07T18:50:26.103Z,738496,1,IA,20141
,2026-04-07T18:51:26.113Z,738497,1,IA,20141
,2026-04-07T18:52:29.107Z,738498,1,IA,20141
,2026-04-07T18:53:29.118Z,738499,1,IA,20141
,2026-04-07T18:54:32.110Z,738500,1,IA,20141
,2026-04-07T18:55:35.113Z,738501,1,IA,20141
,2026-04-07T18:56:35.121Z,738502,1,IA,20141
,2026-04-07T18:57:38.114Z,738504,2,IA,20141
,2026-04-07T18:58:41.110Z,738505,1,IA,20141
,2026-04-07T18:59:44.114Z,738506,1,IA,20141
,2026-04-07T19:00:47.109Z,738507,1,IA,20141
,2026-04-07T19:01:50.113Z,738508,1,IA,20141
,2026-04-07T19:02:53.107Z,738509,1,IA,20141
